id,ACTIONS_CRM_CONTACTS_sum,ACTIONS_CRM_COMPANIES_sum,ACTIONS_CRM_DEALS_sum,ACTIONS_EMAIL_sum,USERS_CRM_CONTACTS_sum,USERS_CRM_COMPANIES_sum,USERS_CRM_DEALS_sum,USERS_EMAIL_sum,WHEN_TIMESTAMP_nunique,WHEN_TIMESTAMP_min,WHEN_TIMESTAMP_max,activity_span_days,recency_days,total_actions,ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,is_customer
764,0,0,0,0,0,0,0,0,8,2020-04-13,2020-07-27,105,0,0,16000001.0,,,0
765,0,0,0,0,0,0,0,0,1,2020-06-01,2020-06-01,0,56,0,789626.0,6 to 10,REAL_ESTATE,0
767,0,0,0,0,0,0,0,0,2,2019-02-04,2019-05-27,112,427,0,10487985.0,,,0
768,0,0,0,0,0,0,0,0,2,2019-09-02,2020-02-03,154,175,0,16000001.0,11 to 25,,0
769,2,0,0,0,1,0,0,0,1,2019-12-09,2019-12-09,0,231,2,16000001.0,1,,0
770,0,0,0,0,0,0,0,0,12,2019-12-16,2020-07-27,224,0,0,16000001.0,,,0
771,1,0,0,0,1,0,0,0,36,2019-09-16,2020-07-27,315,0,1,479009.0,51 to 200,,0
772,7,0,0,2,2,0,0,1,34,2019-05-27,2020-06-22,392,35,9,448627.0,11 to 25,,0
774,0,0,0,0,0,0,0,0,2,2019-07-15,2019-12-09,147,231,0,16000001.0,1,,0
776,0,0,0,0,0,0,0,0,5,2019-01-28,2019-06-03,126,420,0,16000001.0,1,,0
778,1,0,0,0,1,0,0,0,1,2019-11-04,2019-11-04,0,266,1,16000001.0,26 to 50,,0
779,0,0,0,0,0,0,0,0,1,2019-01-21,2019-01-21,0,553,0,16000001.0,,,0
780,0,0,0,0,0,0,0,0,3,2019-12-09,2020-01-06,28,203,0,6872381.0,26 to 50,,0
783,0,0,0,0,0,0,0,0,3,2019-04-15,2019-05-20,35,434,0,16000001.0,,,0
786,9,21,179,0,2,3,5,0,6,2019-09-30,2020-01-13,105,196,209,16000001.0,2 to 5,,0
791,0,0,0,0,0,0,0,0,1,2019-08-26,2019-08-26,0,336,0,3230208.0,6 to 10,,0
792,0,0,0,0,0,0,0,0,2,2020-01-13,2020-01-20,7,189,0,3293792.0,2 to 5,,0
794,0,0,0,0,0,0,0,0,1,2019-10-07,2019-10-07,0,294,0,16000001.0,2 to 5,,0
795,0,0,0,0,0,0,0,0,2,2019-04-22,2019-05-06,14,448,0,216502.0,1001 to 10000,,0
796,2,0,0,0,1,0,0,0,2,2019-06-10,2019-12-30,203,210,2,16000001.0,1,,0
799,0,0,0,0,0,0,0,0,3,2019-07-15,2020-02-10,210,168,0,707668.0,2 to 5,,0
800,0,0,0,0,0,0,0,0,4,2019-11-04,2019-12-09,35,231,0,16000001.0,51 to 200,,0
801,2,0,0,0,1,0,0,0,4,2019-05-27,2020-01-27,245,182,2,16000001.0,2 to 5,,0
802,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,16000001.0,11 to 25,Manufacturing,0
803,0,0,0,0,0,0,0,0,8,2019-09-16,2019-12-30,105,210,0,4007865.0,6 to 10,MARKETING_AND_ADVERTISING,0
805,5,0,0,0,1,0,0,0,1,2020-04-27,2020-04-27,0,91,5,16000001.0,6 to 10,,0
806,1,0,0,0,1,0,0,0,1,2019-05-27,2019-05-27,0,427,1,2911182.0,6 to 10,MARKETING_AND_ADVERTISING,0
807,110,7,6,0,10,3,3,0,9,2020-05-11,2020-07-27,77,0,123,16000001.0,6 to 10,,0
808,11,0,7,0,3,0,2,0,10,2019-11-04,2020-05-18,196,70,18,16000001.0,26 to 50,,0
810,0,0,0,0,0,0,0,0,2,2020-02-10,2020-02-17,7,161,0,16000001.0,11 to 25,,0
812,0,0,0,0,0,0,0,0,1,2019-09-02,2019-09-02,0,329,0,16000001.0,2 to 5,,0
813,0,0,0,0,0,0,0,0,1,2020-04-06,2020-04-06,0,112,0,8026235.0,2 to 5,,0
814,13,31,23,0,3,4,4,0,4,2020-03-09,2020-05-18,70,70,67,106000.0,201 to 1000,RETAIL,0
815,30,0,0,0,1,0,0,0,1,2020-07-27,2020-07-27,0,0,30,16000001.0,2 to 5,,0
816,0,0,0,0,0,0,0,0,2,2020-04-06,2020-04-13,7,105,0,6540531.0,2 to 5,,0
817,0,0,0,0,0,0,0,0,9,2019-07-01,2020-06-22,357,35,0,9210.0,1001 to 10000,,0
819,1,0,0,0,1,0,0,0,1,2019-11-25,2019-11-25,0,245,1,16000001.0,26 to 50,,0
820,0,10,0,0,0,1,0,0,2,2019-06-24,2020-01-20,210,189,10,16000001.0,,,0
821,0,0,0,0,0,0,0,0,8,2019-07-08,2020-02-03,210,175,0,16000001.0,6 to 10,,0
822,0,0,0,0,0,0,0,0,2,2020-06-29,2020-07-27,28,0,0,6418998.0,11 to 25,,0
824,3,2,3,0,1,2,2,0,3,2019-01-28,2019-06-10,133,413,8,16000001.0,26 to 50,BUILDING_MATERIALS,0
827,6,10,0,0,3,3,0,0,4,2019-01-07,2019-06-17,161,406,16,16000001.0,1,,0
829,0,0,0,0,0,0,0,0,1,2019-12-23,2019-12-23,0,217,0,16000001.0,51 to 200,,0
831,6,3,29,1,2,2,5,1,5,2020-02-10,2020-03-09,28,140,39,16000001.0,6 to 10,,0
832,0,0,0,0,0,0,0,0,1,2020-01-20,2020-01-20,0,189,0,16000001.0,51 to 200,IMPORT_AND_EXPORT,0
833,1,0,0,0,1,0,0,0,1,2019-10-07,2019-10-07,0,294,1,16000001.0,51 to 200,IMPORT_AND_EXPORT,0
837,0,0,0,0,0,0,0,0,1,2020-04-27,2020-04-27,0,91,0,16000001.0,51 to 200,IMPORT_AND_EXPORT,0
838,0,0,0,0,0,0,0,0,1,2019-07-29,2019-07-29,0,364,0,16000001.0,51 to 200,IMPORT_AND_EXPORT,0
841,0,0,0,0,0,0,0,0,2,2019-09-23,2019-10-07,14,294,0,16000001.0,51 to 200,IMPORT_AND_EXPORT,0
842,4,0,0,0,2,0,0,0,9,2020-01-06,2020-05-11,126,77,4,16000001.0,2 to 5,,0
845,0,0,0,0,0,0,0,0,1,2019-09-09,2019-09-09,0,322,0,16000001.0,26 to 50,,0
846,1,2,0,0,1,1,0,0,2,2019-03-25,2019-11-04,224,266,3,16000001.0,6 to 10,,0
847,0,0,0,0,0,0,0,0,3,2019-07-22,2020-02-10,203,168,0,16000001.0,11 to 25,,0
848,0,4,0,0,0,2,0,0,2,2020-04-13,2020-04-20,7,98,4,16000001.0,26 to 50,,0
850,6,0,0,0,2,0,0,0,12,2019-12-30,2020-04-27,119,91,6,16000001.0,2 to 5,,0
852,0,0,0,0,0,0,0,0,1,2020-05-18,2020-05-18,0,70,0,16000001.0,201 to 1000,,0
853,0,0,0,0,0,0,0,0,4,2019-03-04,2019-10-07,217,294,0,790235.0,1001 to 10000,Recruiting/Staffing,0
854,0,0,0,0,0,0,0,0,4,2019-01-14,2019-05-13,119,441,0,16000001.0,26 to 50,,0
857,0,0,0,0,0,0,0,0,1,2019-06-03,2019-06-03,0,420,0,6130.0,6 to 10,COMPUTER_SOFTWARE,0
858,0,0,0,0,0,0,0,0,1,2019-09-16,2019-09-16,0,315,0,16000001.0,2 to 5,,0
859,0,0,0,0,0,0,0,0,1,2020-06-08,2020-06-08,0,49,0,16000001.0,1,,0
860,6,0,0,0,1,0,0,0,13,2020-04-13,2020-07-27,105,0,6,16000001.0,6 to 10,,0
861,1,0,0,0,1,0,0,0,1,2019-11-18,2019-11-18,0,252,1,16000001.0,2 to 5,,0
862,0,0,0,0,0,0,0,0,1,2020-03-02,2020-03-02,0,147,0,16000001.0,1,,0
865,0,0,0,0,0,0,0,0,1,2020-07-27,2020-07-27,0,0,0,16000001.0,26 to 50,,0
866,0,0,0,0,0,0,0,0,2,2019-05-27,2019-11-25,182,245,0,10530025.0,6 to 10,,0
867,4,0,14,0,1,0,1,0,1,2019-10-07,2019-10-07,0,294,18,16000001.0,2 to 5,,0
868,12,4,19,0,1,1,2,0,2,2019-08-05,2019-09-02,28,329,35,16000001.0,1,,0
869,0,3,0,0,0,1,0,0,1,2020-07-20,2020-07-20,0,7,3,16000001.0,11 to 25,,0
870,14,0,0,1,4,0,0,1,14,2019-06-03,2020-06-22,385,35,15,16000001.0,1,,0
873,1,0,0,0,1,0,0,0,1,2020-01-06,2020-01-06,0,203,1,16000001.0,201 to 1000,,0
874,0,0,0,0,0,0,0,0,4,2019-02-04,2019-06-03,119,420,0,16000001.0,2 to 5,,0
876,0,0,0,0,0,0,0,0,1,2020-03-16,2020-03-16,0,133,0,16000001.0,,,0
877,0,0,0,0,0,0,0,0,3,2020-03-23,2020-04-06,14,112,0,1273782.0,51 to 200,COMPUTER_SOFTWARE,0
879,0,0,0,0,0,0,0,0,1,2019-12-09,2019-12-09,0,231,0,7762506.0,2 to 5,,0
880,106,0,0,0,7,0,0,0,7,2019-05-06,2019-06-24,49,399,106,16000001.0,26 to 50,WINE_AND_SPIRITS,0
882,0,0,0,0,0,0,0,0,1,2020-04-13,2020-04-13,0,105,0,794159.0,26 to 50,MARKETING_AND_ADVERTISING,0
883,0,0,0,0,0,0,0,0,4,2020-06-15,2020-07-13,28,14,0,8906261.0,6 to 10,,0
884,7,0,0,0,1,0,0,0,3,2019-07-15,2020-02-10,210,168,7,16000001.0,6 to 10,MARKETING_AND_ADVERTISING,0
885,0,0,0,0,0,0,0,0,1,2019-11-18,2019-11-18,0,252,0,16000001.0,2 to 5,,0
886,1,0,0,0,1,0,0,0,1,2019-08-12,2019-08-12,0,350,1,16000001.0,11 to 25,,0
888,0,0,0,0,0,0,0,0,1,2019-10-28,2019-10-28,0,273,0,4393.0,201 to 1000,COMPUTER_SOFTWARE,0
889,0,0,0,0,0,0,0,0,1,2020-06-15,2020-06-15,0,42,0,4393.0,201 to 1000,COMPUTER_SOFTWARE,0
890,0,0,1,0,0,0,1,0,1,2019-09-02,2019-09-02,0,329,1,4393.0,201 to 1000,COMPUTER_SOFTWARE,0
891,0,0,0,0,0,0,0,0,1,2019-09-02,2019-09-02,0,329,0,4393.0,201 to 1000,COMPUTER_SOFTWARE,0
892,0,0,0,0,0,0,0,0,1,2019-02-04,2019-02-04,0,539,0,242725.0,26 to 50,NON_PROFIT_ORGANIZATION_MANAGEMENT,0
894,0,0,0,0,0,0,0,0,4,2019-04-22,2019-11-25,217,245,0,16000001.0,2 to 5,,0
895,0,0,0,0,0,0,0,0,2,2019-03-18,2019-10-07,203,294,0,8384449.0,6 to 10,,0
897,3,4,6,0,1,1,1,0,1,2019-06-24,2019-06-24,0,399,13,16000001.0,6 to 10,PROFESSIONAL_TRAINING_COACHING,0
898,0,0,0,0,0,0,0,0,1,2019-12-30,2019-12-30,0,210,0,10448966.0,6 to 10,,0
899,0,1,1,0,0,1,1,0,2,2020-05-18,2020-05-25,7,63,2,16000001.0,6 to 10,,0
901,825,589,2,0,6,5,1,0,8,2020-02-03,2020-05-25,112,63,1416,16000001.0,,,0
903,2,0,0,0,1,0,0,0,1,2019-05-06,2019-05-06,0,448,2,16000001.0,26 to 50,,0
905,3,1,0,0,1,1,0,0,1,2020-05-04,2020-05-04,0,84,4,16000001.0,2 to 5,,0
907,2,0,0,0,1,0,0,0,1,2019-04-08,2019-04-08,0,476,2,16000001.0,201 to 1000,,0
908,0,0,0,0,0,0,0,0,1,2020-04-13,2020-04-13,0,105,0,16000001.0,6 to 10,,0
910,0,0,0,0,0,0,0,0,1,2019-04-22,2019-04-22,0,462,0,16000001.0,51 to 200,,0
911,0,0,0,0,0,0,0,0,3,2019-07-15,2020-02-17,217,161,0,16000001.0,26 to 50,,0
912,2,5,0,0,1,1,0,0,1,2019-09-23,2019-09-23,0,308,7,16000001.0,51 to 200,,0
914,0,0,0,0,0,0,0,0,3,2019-05-13,2019-05-27,14,427,0,80032.0,26 to 50,,0
915,0,0,0,0,0,0,0,0,3,2019-10-14,2019-10-28,14,273,0,16000001.0,26 to 50,,0
916,0,0,0,0,0,0,0,0,3,2019-01-21,2019-07-29,189,364,0,795908.0,201 to 1000,,0
917,0,0,0,0,0,0,0,0,1,2020-03-16,2020-03-16,0,133,0,16000001.0,6 to 10,PHARMACEUTICALS,0
918,0,0,0,0,0,0,0,0,1,2019-10-21,2019-10-21,0,280,0,16000001.0,1,,0
919,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,5714625.0,2 to 5,,0
920,0,0,0,0,0,0,0,0,2,2019-10-14,2019-10-28,14,273,0,186209.0,201 to 1000,,0
922,0,0,0,0,0,0,0,0,1,2019-02-11,2019-02-11,0,532,0,1730651.0,51 to 200,NON_PROFIT_ORGANIZATION_MANAGEMENT,0
924,372,0,11,0,6,0,1,0,6,2019-08-05,2019-09-23,49,308,383,16000001.0,1,,0
927,1,0,0,0,1,0,0,0,1,2019-08-26,2019-08-26,0,336,1,5569150.0,6 to 10,,0
929,0,0,0,0,0,0,0,0,5,2019-04-29,2019-11-25,210,245,0,16000001.0,1001 to 10000,REAL_ESTATE,0
930,237,3,6,2,19,3,4,1,26,2019-12-09,2020-07-20,224,7,248,5276644.0,2 to 5,,0
932,0,0,0,0,0,0,0,0,1,2020-03-02,2020-03-02,0,147,0,16000001.0,6 to 10,PUBLIC_RELATIONS_AND_COMMUNICATIONS,0
933,210,8,356,0,11,4,12,0,18,2019-10-07,2020-05-18,224,70,574,16000001.0,1,,0
934,0,0,0,0,0,0,0,0,1,2019-09-30,2019-09-30,0,301,0,16000001.0,2 to 5,,0
936,0,0,0,0,0,0,0,0,1,2020-03-30,2020-03-30,0,119,0,16000001.0,11 to 25,REAL_ESTATE,0
940,0,0,0,0,0,0,0,0,1,2019-04-15,2019-04-15,0,469,0,3301037.0,1,,0
941,27,0,0,0,5,0,0,0,8,2019-09-09,2020-05-18,252,70,27,16000001.0,51 to 200,COMPUTER_SOFTWARE,0
942,0,0,0,0,0,0,0,0,1,2019-04-15,2019-04-15,0,469,0,16000001.0,6 to 10,,0
943,4,0,0,0,1,0,0,0,1,2019-10-28,2019-10-28,0,273,4,5101324.0,2 to 5,,0
944,18,3,15,1,8,2,4,1,12,2019-12-16,2020-06-29,196,28,37,16000001.0,,,0
945,2,0,0,0,1,0,0,0,1,2020-06-15,2020-06-15,0,42,2,6541931.0,6 to 10,,0
946,59,0,0,2,8,0,0,1,7,2020-01-06,2020-03-16,70,133,61,16000001.0,2 to 5,,0
947,2,0,0,0,1,0,0,0,1,2019-11-04,2019-11-04,0,266,2,16000001.0,2 to 5,,0
948,0,0,0,0,0,0,0,0,1,2019-09-16,2019-09-16,0,315,0,16000001.0,6 to 10,,0
949,225,0,119,0,29,0,8,0,49,2019-01-14,2020-07-27,560,0,344,3370133.0,6 to 10,"Health, Medical, & Wellness",0
950,0,3,5,0,0,1,1,0,8,2019-10-07,2019-12-30,84,210,8,16000001.0,6 to 10,,0
952,0,0,0,0,0,0,0,0,1,2019-01-14,2019-01-14,0,560,0,466190.0,1001 to 10000,Manufacturing,0
954,0,0,0,0,0,0,0,0,1,2020-01-13,2020-01-13,0,196,0,16000001.0,,,0
955,0,0,0,0,0,0,0,0,1,2020-01-20,2020-01-20,0,189,0,16000001.0,2 to 5,,0
956,2,0,0,0,1,0,0,0,1,2019-12-30,2019-12-30,0,210,2,16000001.0,6 to 10,,0
957,98,47,2,1,11,5,2,1,29,2019-02-04,2020-07-20,532,7,148,16000001.0,2 to 5,,0
958,4,0,0,0,1,0,0,0,1,2020-03-30,2020-03-30,0,119,4,16000001.0,,,0
960,3,0,0,0,1,0,0,0,2,2019-10-28,2020-04-06,161,112,3,16000001.0,1,,0
961,11,12,0,0,1,1,0,0,2,2019-03-18,2019-09-16,182,315,23,419266.0,201 to 1000,MARKETING_AND_ADVERTISING,0
963,1,0,0,0,1,0,0,0,2,2019-10-21,2019-11-04,14,266,1,16000001.0,2 to 5,,0
966,0,0,0,0,0,0,0,0,1,2020-06-15,2020-06-15,0,42,0,23661.0,11 to 25,Non-Profit/Educational Institution,0
967,0,0,0,0,0,0,0,0,4,2019-06-24,2020-02-10,231,168,0,16000001.0,,,0
968,0,0,0,0,0,0,0,0,5,2019-01-07,2019-09-16,252,315,0,60396.0,1001 to 10000,,0
969,112,0,0,0,5,0,0,0,26,2019-02-04,2019-10-07,245,294,112,11074.0,51 to 200,E_LEARNING,0
971,0,0,0,0,0,0,0,0,12,2020-04-06,2020-07-27,112,0,0,415269.0,"10,001 or more",Healthcare,0
972,0,0,0,0,0,0,0,0,1,2019-04-08,2019-04-08,0,476,0,16000001.0,,,0
973,0,0,0,0,0,0,0,0,1,2019-01-21,2019-01-21,0,553,0,110542.0,1001 to 10000,LEISURE_TRAVEL_TOURISM,0
976,0,0,0,0,0,0,0,0,3,2020-03-30,2020-04-13,14,105,0,6633032.0,2 to 5,,0
977,0,0,0,0,0,0,0,0,6,2019-12-16,2020-04-20,126,98,0,16000001.0,26 to 50,,0
978,0,0,0,0,0,0,0,0,3,2019-12-02,2020-07-13,224,14,0,16000001.0,11 to 25,,0
979,0,0,0,0,0,0,0,0,1,2020-05-04,2020-05-04,0,84,0,4582499.0,6 to 10,,0
980,27192,3,13,0,87,3,6,0,13,2020-04-06,2020-07-13,98,14,27208,1408188.0,6 to 10,,0
981,0,0,0,0,0,0,0,0,1,2020-04-27,2020-04-27,0,91,0,16000001.0,1001 to 10000,Other,0
982,0,0,0,0,0,0,0,0,4,2019-03-04,2019-09-09,189,322,0,,,,0
984,4,7,6,0,1,1,1,0,1,2020-01-20,2020-01-20,0,189,17,16000001.0,51 to 200,,0
986,2,0,0,0,1,0,0,0,3,2019-07-08,2020-01-27,203,182,2,7518650.0,2 to 5,,0
987,19,10,0,0,4,3,0,0,5,2019-12-09,2020-04-27,140,91,29,16000001.0,2 to 5,,0
988,0,7,3,0,0,3,1,0,2,2020-05-18,2020-06-01,14,56,10,16000001.0,,,0
989,0,0,1,0,0,0,1,0,1,2020-07-06,2020-07-06,0,21,1,16000001.0,2 to 5,,0
990,0,0,0,0,0,0,0,0,2,2019-02-04,2019-02-11,7,532,0,16000001.0,26 to 50,,0
992,0,1,1,0,0,1,1,0,3,2020-02-03,2020-03-23,49,126,2,16000001.0,2 to 5,,0
993,0,0,0,0,0,0,0,0,1,2020-06-08,2020-06-08,0,49,0,143683.0,201 to 1000,PRIMARY_SECONDARY_EDUCATION,0
995,146,172,12,0,35,22,2,0,58,2019-01-07,2020-07-27,567,0,330,16000001.0,2 to 5,,0
997,7,0,0,0,2,0,0,0,2,2019-04-15,2019-04-22,7,462,7,16000001.0,2 to 5,,0
998,0,0,0,0,0,0,0,0,1,2019-10-07,2019-10-07,0,294,0,16000001.0,2 to 5,,0
999,3,0,0,0,1,0,0,0,1,2020-04-27,2020-04-27,0,91,3,568126.0,201 to 1000,,0
1000,0,0,0,0,0,0,0,0,3,2019-05-06,2019-06-03,28,420,0,16000001.0,26 to 50,,0
1007,0,0,0,0,0,0,0,0,1,2019-09-09,2019-09-09,0,322,0,1020573.0,6 to 10,MARKETING_AND_ADVERTISING,0
1008,0,0,1,0,0,0,1,0,1,2020-05-25,2020-05-25,0,63,1,16000001.0,6 to 10,,0
1009,0,0,0,0,0,0,0,0,3,2019-04-15,2019-04-29,14,455,0,16000001.0,,,0
1010,0,0,0,0,0,0,0,0,1,2020-05-25,2020-05-25,0,63,0,16000001.0,2 to 5,Software / IT,0
1011,0,0,0,0,0,0,0,0,1,2019-10-07,2019-10-07,0,294,0,16000001.0,51 to 200,Other,0
1012,2,0,0,0,1,0,0,0,1,2019-12-02,2019-12-02,0,238,2,16000001.0,,,0
1013,0,0,0,0,0,0,0,0,1,2020-04-20,2020-04-20,0,98,0,16000001.0,2 to 5,,0
1016,0,0,0,0,0,0,0,0,1,2020-06-15,2020-06-15,0,42,0,16000001.0,1,,0
1017,3,0,0,0,1,0,0,0,3,2019-02-04,2019-06-03,119,420,3,16000001.0,6 to 10,,0
1018,8,0,0,0,3,0,0,0,3,2019-04-29,2019-11-18,203,252,8,4124307.0,6 to 10,LEISURE_TRAVEL_TOURISM,0
1019,0,0,0,0,0,0,0,0,2,2019-11-18,2019-11-25,7,245,0,6062036.0,2 to 5,eCommerce,0
1020,0,0,0,0,0,0,0,0,1,2020-03-30,2020-03-30,0,119,0,16000001.0,1,,0
1021,4,0,1,0,1,0,1,0,11,2019-03-18,2019-11-04,231,266,5,16000001.0,2 to 5,Tiendas,0
1023,0,0,0,0,0,0,0,0,7,2020-04-06,2020-07-13,98,14,0,1393544.0,,,0
1025,2,0,0,0,2,0,0,0,4,2019-09-23,2019-11-25,63,245,2,16000001.0,26 to 50,,0
1026,0,0,0,0,0,0,0,0,5,2019-12-23,2020-01-20,28,189,0,16000001.0,1,,0
1027,0,0,0,0,0,0,0,0,2,2019-09-09,2020-03-23,196,126,0,8298279.0,6 to 10,,0
1029,4,0,0,0,1,0,0,0,3,2019-01-07,2019-05-13,126,441,4,8649858.0,11 to 25,COMPUTER_SOFTWARE,0
1031,1,0,0,0,1,0,0,0,1,2020-05-25,2020-05-25,0,63,1,16000001.0,6 to 10,,0
1034,0,0,0,0,0,0,0,0,1,2019-06-24,2019-06-24,0,399,0,1442.0,"10,001 or more",Other,0
1035,0,0,0,0,0,0,0,0,2,2019-05-13,2019-11-11,182,259,0,4983015.0,,,0
1036,14,0,0,1,4,0,0,1,8,2020-01-27,2020-06-08,133,49,15,,2 to 5,,0
1037,1,0,0,0,1,0,0,0,3,2019-07-01,2020-02-03,217,175,1,16000001.0,1,,0
1038,2,0,0,0,1,0,0,0,1,2020-03-09,2020-03-09,0,140,2,16000001.0,2 to 5,,0
1040,0,0,0,0,0,0,0,0,1,2020-01-13,2020-01-13,0,196,0,8424463.0,26 to 50,,0
1041,2,0,0,0,1,0,0,0,1,2020-06-08,2020-06-08,0,49,2,16000001.0,2 to 5,,0
1042,0,0,0,0,0,0,0,0,1,2019-02-25,2019-02-25,0,518,0,,6 to 10,,0
1043,1,0,2,0,1,0,2,0,1,2019-03-04,2019-03-04,0,511,3,16000001.0,2 to 5,,0
1045,0,0,0,0,0,0,0,0,1,2019-12-02,2019-12-02,0,238,0,16000001.0,11 to 25,,0
1046,0,0,0,0,0,0,0,0,1,2020-04-06,2020-04-06,0,112,0,16000001.0,6 to 10,,0
1048,1,0,0,0,1,0,0,0,1,2019-07-22,2019-07-22,0,371,1,,"10,001 or more",COMPUTER_SOFTWARE,0
1049,0,0,0,0,0,0,0,0,1,2019-02-11,2019-02-11,0,532,0,,"10,001 or more",COMPUTER_SOFTWARE,0
1050,1,0,0,0,1,0,0,0,1,2019-04-15,2019-04-15,0,469,1,16000001.0,1001 to 10000,,0
1053,0,0,0,0,0,0,0,0,2,2020-01-13,2020-05-11,119,77,0,13546.0,26 to 50,APPAREL_FASHION,0
1054,0,0,0,0,0,0,0,0,1,2020-02-17,2020-02-17,0,161,0,16000001.0,26 to 50,,0
1055,0,0,0,0,0,0,0,0,10,2020-04-27,2020-07-27,91,0,0,1970194.0,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,0
1056,0,0,0,0,0,0,0,0,2,2019-10-28,2019-11-04,7,266,0,16000001.0,2 to 5,,0
1057,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,16000001.0,11 to 25,,0
1058,6,0,12,4,3,0,3,3,6,2020-01-20,2020-04-27,98,91,22,16000001.0,2 to 5,DESIGN,0
1059,0,0,0,0,0,0,0,0,2,2019-06-17,2020-01-13,210,196,0,585810.0,6 to 10,MEDIA_PRODUCTION,0
1060,7,2,3,0,2,1,2,0,2,2019-06-03,2019-09-16,105,315,12,16000001.0,1,,0
1061,2,1,0,0,1,1,0,0,1,2019-11-25,2019-11-25,0,245,3,6942667.0,2 to 5,,0
1063,3,0,0,0,1,0,0,0,1,2019-11-25,2019-11-25,0,245,3,16000001.0,2 to 5,,0
1064,0,0,0,0,0,0,0,0,2,2019-12-02,2019-12-23,21,217,0,16000001.0,1,,0
1065,70,0,0,0,13,0,0,0,13,2019-09-23,2020-02-03,133,175,70,6634984.0,6 to 10,,0
1067,1,0,0,0,1,0,0,0,1,2020-01-20,2020-01-20,0,189,1,16000001.0,2 to 5,,0
1070,0,0,0,0,0,0,0,0,1,2019-06-17,2019-06-17,0,406,0,1170627.0,6 to 10,,0
1077,8,15,0,0,2,3,0,0,18,2019-01-14,2019-09-16,245,315,23,16000001.0,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,0
1079,0,0,0,0,0,0,0,0,1,2020-06-29,2020-06-29,0,28,0,16000001.0,2 to 5,,0
1080,283,2,103,0,28,2,11,0,26,2019-09-30,2020-07-27,301,0,388,16000001.0,6 to 10,,0
1082,0,0,0,0,0,0,0,0,2,2019-09-30,2019-10-21,21,280,0,16000001.0,11 to 25,BUILDING_MATERIALS,0
1083,1,0,0,0,1,0,0,0,1,2019-12-30,2019-12-30,0,210,1,16000001.0,1,,0
1084,10,0,0,0,3,0,0,0,3,2020-06-08,2020-07-20,42,7,10,16000001.0,6 to 10,HOSPITAL_HEALTH_CARE,0
1085,2,0,0,0,1,0,0,0,1,2020-03-09,2020-03-09,0,140,2,16000001.0,1,,0
1086,0,0,0,0,0,0,0,0,2,2019-06-17,2019-10-07,112,294,0,5561229.0,6 to 10,COMPUTER_SOFTWARE,0
1087,0,0,0,0,0,0,0,0,1,2019-05-27,2019-05-27,0,427,0,16000001.0,26 to 50,,0
1088,0,0,0,0,0,0,0,0,2,2020-02-17,2020-02-24,7,154,0,,1,,0
1090,0,0,0,0,0,0,0,0,1,2020-03-09,2020-03-09,0,140,0,16000001.0,1,,0
1091,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,935810.0,1,,0
1092,1,0,0,0,1,0,0,0,1,2020-04-13,2020-04-13,0,105,1,1962176.0,26 to 50,SECURITY_AND_INVESTIGATIONS,0
1093,0,0,0,0,0,0,0,0,1,2019-07-08,2019-07-08,0,385,0,9890233.0,6 to 10,,0
1094,0,0,0,0,0,0,0,0,2,2019-02-11,2019-06-03,112,420,0,16000001.0,,,0
1095,0,0,0,0,0,0,0,0,2,2019-03-18,2019-10-14,210,287,0,16000001.0,2 to 5,,0
1096,0,0,0,0,0,0,0,0,1,2020-02-17,2020-02-17,0,161,0,3886177.0,51 to 200,COMPUTER_SOFTWARE,0
1098,0,0,0,0,0,0,0,0,1,2020-03-02,2020-03-02,0,147,0,16000001.0,51 to 200,PACKAGING_AND_CONTAINERS,0
1099,0,0,0,2,0,0,0,2,3,2020-07-06,2020-07-27,21,0,2,2446831.0,26 to 50,,0
1100,7,0,0,0,3,0,0,0,20,2019-07-08,2020-01-27,203,182,7,16000001.0,2 to 5,,0
1102,0,0,0,0,0,0,0,0,1,2019-09-09,2019-09-09,0,322,0,16000001.0,26 to 50,travel,0
1103,0,3,0,0,0,1,0,0,1,2020-03-16,2020-03-16,0,133,3,16000001.0,,,0
1105,3,0,0,0,1,0,0,0,2,2019-05-06,2019-10-28,175,273,3,1046702.0,6 to 10,Consulting/Advisory,0
1106,0,0,0,0,0,0,0,0,1,2020-07-27,2020-07-27,0,0,0,16000001.0,6 to 10,,0
1108,194,6,11,0,10,3,4,0,23,2019-10-28,2020-06-29,245,28,211,16000001.0,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,0
1109,2,0,0,0,1,0,0,0,1,2019-10-21,2019-10-21,0,280,2,6173741.0,6 to 10,,0
1110,1,0,0,0,1,0,0,0,1,2019-11-11,2019-11-11,0,259,1,16000001.0,6 to 10,,0
1111,0,0,0,0,0,0,0,0,1,2019-05-13,2019-05-13,0,441,0,16000001.0,11 to 25,,0
